,Body_wall_muscle,Glia,Gonad,Hypodermis,Neurons,Pharynx
BIO0001_I,0,0,0,0,0,0
BIO0001_X,0.486288413,0.486288413,0.486288413,0.486288413,0.487750283,0.486288413
BIO0002_I,0,0,0,0,0,0
BIO0002_X,1.699667448,1.699667448,1.699667448,1.699667448,1.705549365,1.699667448
BIO0003_I,0,0,0,0,0,0
BIO0003_X,0.079662413,0.079662413,0.079662413,0.079662413,0.079901891,0.079662413
BIO0004_I,0,0,0,0,0,0
BIO0004_X,0.006869748,6.87E-03,0.006869748,0.006869748,0,0.006869748
BIO0005_I,0.570482896,0.606859427,0.565886569,0.616050352,0.59737453,0.577653153
BIO0005_X,-0.717117322,-0.710460229,-0.737459602,-0.710708771,-0.712199427,-0.717627144
BIO0006_I,1.140965791,1.213767461,1.126483623,1.232100704,1.194749059,1.15530676
BIO0006_X,-1.034481556,-1.108375284,-0.808682246,-1.105616468,-1.089070189,-1.028822525
BIO0007_I,0.00E+00,-9.09E-13,-1.82E-12,-6.82E-13,0,-4.55E-12
BIO0007_X,0.040673366,0.030673366,0.020673363,0.030673366,0.030705444,0.040673366
BIO0008_I,0,0,0,0,0,0
BIO0008_X,0.054781846,0.054781846,0.054781846,0.054781846,0.054946489,0.054781846
BIO0009_I,0,0,0,0,0,0
BIO0009_X,0.024745464,0.024745464,0.024745464,0.024745464,0.024819652,0.024745464
BIO0010_I,0,0,0,0,0,0
BIO0010_X,0.360262382,0.360262382,0.360262382,0.360262382,0.359127377,0.360262382
BIO0011_I,1.070355789,1.135441016,0.067723845,1.160398644,1.116367536,0.05975053
BIO0011_X,-1.030605259,-1.095690487,0,-1.110648114,-1.076497539,-0.01
BIO0012_I,0.00E+00,6.82E-13,6.82E-13,6.82E-13,0.00E+00,6.82E-13
BIO0012_X,-4.89E-02,-0.034533601,-5.72E-02,-3.16E-02,-0.038274966,-4.67E-02
BIO0013_I,0.285241448,0.303429713,0.282943284,0.308025176,0.298687265,0.288826576
BIO0013_X,-0.33411959,-0.337963314,-0.340134295,-0.339577982,-0.336962231,-0.335484574
BIO0014_I,0.00E+00,-9.09E-13,-1.36E-12,-4.09E-12,0.00E+00,-4.55E-12
BIO0014_X,0.020673366,0.020673366,0.020673363,0.020673366,0.020705444,0.020673366
BIO0015_I,0,0,0,0,0,0
BIO0015_X,3.60E-05,3.60E-05,3.60E-05,3.60E-05,3.59E-05,3.60E-05
BIO0100_I,0,0,0,0,0,0
BIO0100_X,0,0,0,0,0,0
BIO0101_I,0,0,0,0,0,0
BIO0101_X,0.001135005,0.001135005,0.001135005,0.001135005,0.357987817,0.001135005
BIO0102_I,0,0,0,0,0,0
BIO0102_X,0,0,0,0,0,0
BIO0103_I,0,0,0,0,0,0
BIO0103_X,0.359126939,3.59E-01,0.359126939,0.359126939,0,0.359126939
BIO0104_I,0,0,0,0,0,0
BIO0104_X,0,0,0,0,0,0
BIO0105_I,0,0,0,0,0,0
BIO0105_X,4.37E-07,4.37E-07,4.37E-07,4.37E-07,0,4.37E-07
BIO0106_I,0,0,0,0,0,0
BIO0106_X,0,0,0,0,1.14E-03,0
BIO0107_I,0,0,0,0,0,0
BIO0107_X,0,0,0,0,0,0
DGR0001_I,7.654794592,7.833922669,5.989884122,6.442522752,5.45438778,5.046797629
DGR0002_I,0.180064795,1.878995076,0.894158963,1.990791946,2.155997276,1.911931625
DGR0003_I,0.431778424,0.305062,0.505212425,0.312204189,0.338112369,0.412166169
DGR0004_I,1.17462429,0.829900742,1.374396571,0.84933059,0.919812059,1.121270463
DGR0005_L,0.559335844,0.395184431,0.654463962,0.40443659,0.437998651,0.533929671
DGR0006_L,4.32882274,3.058418966,5.065040103,2.317199562,3.389767599,2.317199554
DGR0007_L,4.32882274,3.058418966,5.065040103,3.130023451,3.389767599,4.132198797
DGR0008_L,7.654794592,7.833922669,5.989884122,6.442522752,5.45438778,5.046797629
DGR0009_L,0.180064795,1.878995076,0.894158963,1.990791946,2.155997276,1.911931625
DGR0010_L,0.431778424,0.305062,0.505212425,0.312204189,0.338112369,0.412166169
DGR0011_L,0.034964238,0.083730336,0.034964238,0.039377771,0.035009101,0.039964238
DGR0012_I,0.034964238,0.083730336,0.034964238,0.039377771,0.035009101,0.039964238
DGR0013_L,0.036063422,0.025479688,0.042196849,0.026076225,0.028240154,0.034425348
DGR0014_L,0.036063422,0.025479688,0.042196849,0.026076225,0.028240154,0.034425348
DGR0015_L,0.036063422,0.025479688,0.042196849,0.026076225,0.028240154,0.034425348
DGR0016_I,0.036063422,0.025479688,0.042196849,0.026076225,0.028240154,0.034425348
DGR0017_I,0.036063422,0.025479688,0.042196849,0.026076225,0.028240154,0.034425348
DGR0018_L,0.419527612,0.296406502,0.490878077,0.303346047,0.328519136,0.400471814
DGR0019_I,0.419527612,0.296406502,0.490878077,0.303346047,0.328519136,0.400471814
DGR0020_L,0.100563551,0.071050604,0.11766673,0.072714059,0.078748215,0.095995749
DGR0021_I,0.128539852,0.090816544,0.150401054,0.092942764,0.100655594,0.12270131
DGR0022_L,0.027976301,0.01976594,0.032734324,0.020228705,0.021907379,0.02670556
DGR0023_I,0.027976301,0.01976594,0.032734324,0.020228705,0.021907379,0.02670556
DGR0024_I,0.027976301,0.01976594,0.032734324,0.020228705,0.021907379,0.02670556
DGR0025_L,0.01126838,0.007961386,0.013184831,0.00814778,0.008823921,0.010756547
DGR0026_I,0.01126838,0.007961386,0.013184831,0.00814778,0.008823921,0.010756547
DGR0027_L,0.587836813,0.415321062,0.687812186,0.425044665,0.460316881,0.561136068
DGR0028_I,0.587836813,0.415321062,0.687812186,0.425044665,0.460316881,0.561136068
DGR0029_E,0,0,0,0,0,0
DGR0029_L,0.003908927,0.002761752,0.004573731,0.002092431,0.00306096,0.002092431
DMN0001_I,0,0,0,0,0,0
DMN0001_X,0,0,0.021856877,0.00E+00,0.014812688,0
DMN0002_I,0.000865765,0.000611684,0.001013008,0.00046344,0.000677954,0.00046344
DMN0002_X,0,0,0.00046344,0,0,0
DMN0005_I,0.00E+00,2.27E-12,4.55E-13,2.27E-13,0.00E+00,4.55E-13
DMN0005_X,0.00E+00,1.25E-12,0,0.00E+00,0.00E+00,4.55E-13
DMN0006_I,0,0,0,0,0,0
DMN0006_X,0.000886263,0,0.000886263,0,0,0
DMN0007_I,0,0,0,0,0.00E+00,0
DMN0007_X,0,0,0,0,0,0
DMN0008_I,0.003793586,0.002659116,0.004451028,0.001997207,0.002955237,0.001997207
DMN0008_X,0,0,0,0,0,0
DMN0009_I,0,0,0,0,0,0
DMN0009_X,0.01,0.01,0,0.01,0.01,0.01
DMN0015_I,0,0,0,0,0,0
DMN0015_X,0,0.01,0,0.01,0,0
DMN0017_I,0,0,0,0,0,0
DMN0017_X,0,0,0,0,0.003516315,0
DMN0018_I,0,0,0,0,0,0
DMN0018_X,0,0,0,0,0,0
DMN0020_I,0,0,0,0,0,0
DMN0020_X,0.01,0,0,0,0.01,0.01
DMN0021_I,0,0,0,0,0.00E+00,0
DMN0021_X,0.01,0,0.01,0,0,0.01
DMN0022_I,0,0,0.007072224,0,0,0.006427912
DMN0022_X,0,0,0.01,0,0,0
DMN0023_I,0,0,0,0.00E+00,0,0
DMN0023_X,0,0,0.005158237,0.005158237,0,0
DMN0024_I,0,0,0,0,0,0
DMN0024_X,0,0,0,0,0,0
DMN0025_I,0,0,0,0,0,0
DMN0025_X,0.01,0,0.01,0.01,0.01,0.01
DMN0026_I,0,0,0,0,0,0
DMN0026_X,0.01089898,0,0,0,0,0
DMN0027_I,0,0,0,0,0,0
DMN0027_X,0.00886702,0,0.00886702,0.00886702,0,0.00886702
DMN0030_I,0,0,0,0,0.00E+00,0
DMN0030_X,0,0,0,0,0,0
DMN0031_I,5.07E-02,0,0.226760131,0.002589773,0,0.004151495
DMN0031_X,0,0,0,0,0,0
DMN0032_I,0,0,0.00E+00,6.94E-18,0,0
DMN0032_X,0,0,0,0,0,0
DMN0033_I,0,0,0,0,0,0
DMN0033_X,0,0,0.01,0,0,0
DMN0034_I,0,0,0,0,0,0
DMN0034_X,0,0,0,0,0,0
DMN0035_I,0,0,0,0,0,0
DMN0035_X,0.00E+00,0,0,0.00E+00,0,0
DMN0038_I,0,0,0,0,0,0
DMN0038_X,0,0,0,0,0,0
DMN0039_I,0,0,0,0,0,0
DMN0039_X,0.01,0.01,0.01,0.01,0.01,-1.21E-12
DMN0040_I,0,0,0,0,0,0
DMN0040_X,0,0,0,0,0,0
DMN0041_I,0,0,0,0,0,0
DMN0041_X,0,0,0.00E+00,0,0,0.00E+00
DMN0042_I,0,0,0,0.01,0,0
DMN0042_X,0,0,0,0,0,0
DMN0043_I,0,0.00E+00,0.00E+00,0,0,0
DMN0043_X,0.00E+00,0,0,0.00E+00,0,0
DMN0044_I,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
DMN0044_X,4.00E-07,3.13E-07,0.002314609,0.002314258,3.35E-07,4.06E-07
DMN0046_I,0,0,0,0,0,0
DMN0046_X,0,0,0,0,0,0
DMN0047_I,0,0,0,0,0,0
DMN0047_X,0.004401366,0,0.004401366,0.004401366,0.004401366,0
DMN0048_I,0,0,0,0,0,0.01
DMN0048_X,0,0,0,0,0,0
DMN0054_I,0,0,0,0,0,0
DMN0054_X,0,0,0,0,0,0
DMN0055_I,0,0,0,0,0,0
DMN0055_X,0,0,0,0,0,0
DMN0057_I,0,0,0,0,0,0
DMN0057_X,0.01,0.01,0.01,0.01,0.01,0.01
DMN0058_I,0,0,0,0,0,0
DMN0058_X,0.008136443,0.008136443,0,0.008136443,0,0.008136443
DMN0059_I,0,0,0,0,0,0
DMN0059_X,0.01,0.01,0,0.01,0.02,0.01
DMN0060_I,0,0,0,0,0,0
DMN0060_X,0.01,0.01,0.01,0.01,0.01,0.01
DMN0061_I,0,0,0,0,0,0
DMN0061_X,0,0,-3.06E-09,0,0,0
DMN0062_I,0,0,0,0,0,0
DMN0062_X,0.01,0.01,0,0.01,0.01,0.01
DMN0063_I,0,0,0,0,0,0
DMN0063_X,0,0,0,0,0,0
DMN0064_I,0,0,0,0,0,0
DMN0064_X,0,0.01,0.01,0.02,0,0.015
DMN0065_I,0,0,0,0,0,0
DMN0065_X,0,0,0,0,0,0
DMN0066_I,0,0,0,0,0,0
DMN0066_X,0,0,0,0,0,0
DMN0067_I,0,0,0,0,0,0
DMN0067_X,0,0,0.00E+00,0,0.01,0
DMN0068_I,0,0,0,0,0,0
DMN0068_X,0,0,0,0,0,0
DMN0072_I,0,-4.33E-12,-2.07E-12,0,0,0
DMN0072_X,0.072088557,0.082088557,0,0.090915622,0.07218476,0.092088557
DMN0073_I,0,0,0,0,0,0
DMN0073_X,0.01,0.01,0.02,0.01,0.01,0.01
DMN0075_I,0,0,0,0,0,0
DMN0075_X,0,0,0.01,0,0,0.01
DMN0077_I,0,0,0,0,0,0
DMN0077_X,0,0,0,0,0,0
DMN0078_I,0,0,0,0,0,0
DMN0078_X,0,0,0,0,0,0
DMN0080_I,0.097985586,0,0,0,0.03877902,0.120719382
DMN0080_X,0.337541106,0.341104625,0.326651952,0.340971581,0.340173638,0.337268199
DMN0082_I,0,0,0,0,0,0
DMN0082_X,0,0,0,0,0,0
DMN0083_I,0,0,0,0,0,0
DMN0083_X,0.01,0.01,0.01,0.009706766,0.01,0.01
DMN0084_I,0,0,0,0,0,0
DMN0084_X,0.00E+00,0.01,0.01,0.01,0,0.01
DMN0085_I,0,0,0,0,0,0
DMN0085_X,0,0,0,0.01,0,0
DMN0086_I,4.02E-04,0.000148244,0.000549568,0,2.15E-04,0
DMN0086_X,0,0,0,0,0,0
DMN0100_I,0,0,0,0,0,0
DMN0100_X,0,0.01,0.01,0.01,0.01,0.01
DMN1001_I,0,0,0.00E+00,0,0,0
DMN1001_X,0.01,0,0,0,0,0
DMN1004_I,0,0,0,0,0,0
DMN1004_X,0,0.01,0,0,0,0.01
DMN1005_I,0,0,0,0,0,0
DMN1005_X,0.001092058,0,0,0.001092058,0,0.001092058
DMN1006_I,0,0,0,0,0,0
DMN1006_X,0,0,0.01,0.01,0,0.01
DMN1007_I,0,0,0,0,0.00E+00,0
DMN1007_X,0,0.01,0,0.01,0,0.01
EX00001_E,0,0,0,0,1.248998883,2.427710514
EX00002_E,0,0,0,0,0,0
EX00007_E,-17.07743369,-17.86487578,-17.66013222,-17.11281676,-16.45898818,-17.61680711
EX00009_E,1.142092086,2.404958252,1.929574315,2.536152782,2.868465036,2.665594776
EX00011_E,9.77887363,12.60610713,9.763457962,12.33160713,11.11878915,10.83553791
EX00014_E,2.786154886,2.289000156,3.514972489,2.722408453,3.037106339,3.444637786
EX00016_E,0,0,0.00E+00,0,0.00E+00,0
EX00018_E,0,0,0,0,0,0
EX00019_E,0,0,0,0,0,0
EX00020_E,0,0.01,0,0,0,0
EX00021_E,0.026297219,0,0.101675921,0.01,0.080071825,0.070072052
EX00022_E,0.042232668,0.042232668,0,0.062232668,0,0
EX00025_E,0,0,0,0,0,0
EX00026_E,0,0,0,0,0,0
EX00027_E,0,0,1.18378214,0,0.128898209,0.439457782
EX00031_E,0,0,0,0,0,0
EX00032_E,0,0.000539631,5.47E-05,0.000391387,0.000606128,0.000391387
EX00033_E,0,0,0,0,0,0
EX00037_E,0,0,0,0,0,0
EX00041_E,1.862237844,2.87894224,0,1.5184336,0.953419812,0
EX00042_E,0.479329598,0.560644314,0.292322109,0.499157744,0.461992732,0.431594942
EX00047_E,0.337539165,0.397798299,2.11E-01,0.244172124,0.19583551,0.175207472
EX00048_E,0,0,0,0,0,0
EX00049_E,0,0,0,0,0,0
EX00051_E,0,0,0,0,0,0
EX00054_E,0,0,0,0,0,0
EX00058_E,2.105145358,1.169306459,0.243225018,0.898849905,0.590738218,0.450265183
EX00059_E,0.03,0.03,0.02,0.04,0.03,0.03
EX00061_E,0,0.012068521,0,0.003985432,0.003376023,0.002715758
EX00062_E,0.288938364,3.09E-01,0.193486373,0.221894883,0.186821492,0.1447057
EX00064_E,0,0,0,0,0,0
EX00065_E,0,0,0,0,0,0
EX00067_E,0,0,0,0,0,0
EX00068_E,0,0,0,0,0,0
EX00072_E,0,0,0,0,0,0
EX00073_E,0.089297821,0.170034597,0.025370225,0.130052716,0.021486058,0.029874503
EX00074_E,0,0,0,0,0,0
EX00075_E,0,0,0,0,0,0
EX00077_E,0,0,0,0,0,0
EX00078_E,0.063441479,0.045345252,0.02574681,0.020557454,0,0.005723687
EX00079_E,0,0,0.103635014,0,0,0.080967441
EX00080_E,6.376854369,4.917764666,7.145559247,6.003972589,6.105121969,6.745666009
EX00081_E,0,0,0,0,0,0
EX00082_E,0,0,0.068118164,0,0,0.063803508
EX00084_E,0,0,0,0,0,0
EX00086_E,0,0,1.96E-02,0,0.006379914,0
EX00089_E,0,0,0,0,0,0
EX00093_E,0,0,0,0,0,0
EX00094_E,0,0,0,0,0,0
EX00095_E,0,0,0,0,0,0
EX00097_E,0.116777416,0.07256865,0.058679233,0,0.021811437,0.014844711
EX00099_E,0,0,0,0,0,0
EX00101_E,0,0,0,0,0,0
EX00106_E,0.113156856,0.198193799,0.445222603,0.831081031,0.947235441,0.843716529
EX00108_E,0,0,0,0,0,0
EX00109_E,0,0,0,0,0,0
EX00111_E,0,0,0,0,0,0
EX00114_E,0,0,0,0,0,0
EX00116_E,0,0,0,0,0,0
EX00121_E,0,0,0,0,0,0
EX00122_E,0,0,0,0,0,0
EX00123_E,0.351461144,0.465725095,0.216369572,0.241908282,0.160925367,0.129997853
EX00124_E,0.002088476,0,0,0.000676994,0.00E+00,0.000676994
EX00127_E,0,0,0,0,0,0
EX00130_E,0,0,0,0,0,0
EX00132_E,0,0,0,0,0,0
EX00133_E,0,0,0,0,0,0
EX00134_E,0.01,0.01,0,0,0.01,0
EX00135_E,0.092813452,0.085986348,0.053322893,0.061340481,0.043706793,0.046618002
EX00137_E,0.009140308,0,0,0,0.009137725,0
EX00140_E,0,0,0,0,0,0
EX00141_E,0,0,0,0,0,0
EX00143_E,0,0,0,0,0,0
EX00147_E,0,0,0,0,0,0.101601846
EX00148_E,0.145675175,0.173078538,0.116864425,0.10557198,0.054411193,0.037886661
EX00149_E,0,0,0,0,0,0
EX00152_E,0.255574839,0.273648141,0.190537324,0,0,0
EX00153_E,0.00E+00,0,0,0.01,0,0
EX00156_E,0,0,0,0,0,0
EX00157_E,0,0,0,0,0,0
EX00158_E,0,0,0,0,0,0
EX00159_E,0,0,0,0,0,0
EX00160_E,0,0,0,0,0,0
EX00162_E,0,0,0.165295744,0,0,0
EX00163_E,0,0,0.02,0,0.01,0.01
EX00164_E,1.461057712,2.174075568,4.308095072,1.311288301,4.369728976,5.863620028
EX00166_E,0.181305848,0.177510665,1.36E-12,1.09E-01,0.094819758,0.01
EX00167_E,0.00E+00,0,0,0,0,0
EX00170_E,0,0,0,0,0,0.00E+00
EX00178_E,0,0,0.132305731,0.07472785,0.083347066,0.099369178
EX00181_E,0,0,0,0,0,0
EX00183_E,0,0,0,0,0,0
EX00185_E,0,0,0,0,0,0
EX00186_E,0.01,0.01,0,0.01,0.01,0
EX00187_E,0,0,0,0,0,0
EX00188_E,0,0,0,0,0,0
EX00189_E,0,0,0,0,0,0
EX00191_E,0,0,0,0.01,0,0
EX00194_E,0.00046344,0.00046344,0,0.00046344,0.00046344,0.00046344
EX00197_E,0,0,0,0,0,0
EX00208_E,0,0,0,0,0,0
EX00212_E,0,0,0,0,0,0
EX00214_E,0.104203736,0.07296725,0,0,0,0
EX00219_E,0.023509911,0,0,0.005330139,0.081715749,0.071027541
EX00233_E,0,0,0,0,0,0
EX00239_E,0,0,0,0,0,0
EX00242_E,0.129452808,0.566082438,0.432127809,0.731584325,0.780634957,0.731871325
EX00243_E,0,0,0,0,0,0
EX00245_E,0,0,0,0,0,0.01
EX00249_E,0,0,0,0,0,0
EX00250_E,0.000865765,0.000611684,0,0.00046344,0,0.00046344
EX00253_E,0,0,0.01,0,0.01,0
EX00255_E,0.021917668,0.00135488,0,0.001026519,0.011501667,0.001026519
EX00256_E,0,0.073730336,0.01,0,0,0
EX00257_E,0,0,0,0,0,0
EX00259_E,0,0,0,0,0,0
EX00262_E,0,0,0,0,0,0
EX00266_E,0.02,-7.73E-14,-7.73E-14,-7.73E-14,0,-7.73E-14
EX00268_E,0,0,0,0,0,0
EX00272_E,0,0,0,0,0,0
EX00288_E,0,0,0,0,0,0
EX00294_E,0,0,0,0,0,0
EX00295_E,0.02,0.02,0.01,0.01,0.01,0.02
EX00299_E,0,0.252404537,0,0,0,0
EX00301_E,0,0,0,0,0,0
EX00311_E,0,0,0,0,0,0
EX00314_E,0.000865765,0.000611684,0,0.00046344,0,0.00046344
EX00315_E,0,0,0,0,0,0
EX00318_E,0,0,0,0,0.00E+00,0
EX00320_E,0,0,0,0,0,1.47E-12
EX00322_E,0,0,0,0,0,0
EX00328_E,0,0,0,0,0,0.00E+00
EX00329_E,0.00E+00,0,0,0.00E+00,0,0.058850696
EX00330_E,0,0,0,0,0,0
EX00334_E,0,0,0.01,0,0.01,0.03
EX00344_E,0,0,0.009140144,0,0,0
EX00346_E,0,0,0,0,0,0
EX00350_E,0,0,0,0,0,0
EX00352_E,0,0,0,0,0,0
EX00354_E,0,0,0,0,0,0
EX00355_E,0,0.01,0,0.01,0.02,0
EX00366_E,0.136436404,0.643588585,0.190549741,0.430290265,0.54185824,0.380471263
EX00376_E,0,0,0,0,0,0
EX00378_E,0.004774691,0.003373436,0.005586739,0.002555871,0.000222599,0.002555871
EX00379_E,0,0,0,0,0,0
EX00385_E,0,0,0,0.107272796,0,0
EX00387_E,0,0,0,0,0,0
EX00388_E,0,0.01,0.01,0,0.01,0
EX00398_E,0,0,0,0,0,0
EX00402_E,0,0,0,0,0,0
EX00407_E,0,0,0,0,0,0
EX00422_E,0,0,0,0,0,0
EX00427_E,0,0,0,0,0,0
EX00429_E,0,0,0,0,0,0
EX00437_E,0,0,0,0,0,0
EX00438_E,0,0,0,0,0,0
EX00439_E,0,0,0,0,0,0
EX00440_E,0,0,0,0,0,0
EX00455_E,0,0.00E+00,0,0,0.00E+00,0
EX00459_E,0,0,0,0,0,0
EX00469_E,0,0,0,0,0,0
EX00473_E,0,4.55E-13,4.55E-13,0,0.00E+00,0
EX00475_E,0.01730875,0.35230892,0,0,0,0
EX00483_E,0,0,0.01,0,0,0
EX00486_E,0,0,0,0,0,0
EX00504_E,0,0.000611684,0,0,0,0.00046344
EX00506_E,0,0,2.96E-12,0,0,0
EX00523_E,0,0,0,0,0,0
EX00526_E,0,0,0,0,0,0
EX00532_E,0,0,0,0,0,0
EX00534_E,0.000865765,0.000611684,0,0.00046344,0,0.00046344
EX00535_E,0,0,0,0,0,0
EX00544_E,0,0,0,0,0,0
EX00546_E,0,0.01,0,0.01,0,0
EX00559_E,0,0,0,0,0,0
EX00565_E,0,0,0.001013008,0,0.000677954,0
EX00575_E,0,0,0,0,0,0
EX00577_E,0,0,0,0,0,0
EX00583_E,0,0,0,0,0,0.01
EX00584_E,0,0,0,0,0,0
EX00588_E,0,0,0,0,0,0
EX00631_E,0,0,0,0,0,0
EX00632_E,0.00E+00,0,0.00E+00,0.00E+00,0,0.00E+00
EX00642_E,0,0,0,0,0,0
EX00643_E,0,0,0,0,0,0
EX00655_E,0,0,0,0,0,0
EX00669_E,0,0,0,0,0,0
EX00670_E,0,0,0,0,0,0
EX00671_E,0,0,0,0,0,0
EX00695_E,0,0,0,0,0,0
EX00696_E,0,0,0,0,0,0
EX00704_E,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
EX00708_E,0.00E+00,0.00E+00,0,0.00E+00,0,0
EX00719_E,0,0,0.02,0.02,0,0
EX00750_E,0,0,0,0,0,0
EX00777_E,0,0,0,0,0,0
EX00780_E,0,0,0,0,0.01,0
EX00785_E,0,0,0,0,0,0
EX00794_E,0,0,0,0,0,0
EX00811_E,0,0,0,0,0,0
EX00818_E,0,0.01,0,0.01,0,0
EX00853_E,0,0,0,0,0,0
EX00864_E,0.000865765,0.000611684,0,0,0.000677954,4.63E-04
EX00881_E,0,0,0,0,0,0
EX00906_E,0,0,0,0,0,0
EX00909_E,0,0,0,0,0,0
EX00940_E,0,0,0,0,0,0
EX00942_E,0,0,0,0,0,0
EX00954_E,0.02,0.02,0.02,0.02,0.02,0.02
EX00979_E,0,0,0,0,0,0
EX01060_E,0,0,0,0,0,0
EX01083_E,0,0,0,0,0,0
EX01103_E,0,0,0,0,0,0
EX01132_E,0,1.14E-12,0.00E+00,0,0.00E+00,0
EX01137_E,0,0,0,0,0,0
EX01161_E,0,0,0,0,0,0
EX01179_E,0.111042886,0.085661166,0,0.069788093,0.03410981,0
EX01181_E,0.01,0,0,0.01,0.01,0
EX01185_E,0,0,0,0,0,0
EX01194_E,0,0,0,0,0,0
EX01205_E,0.00E+00,0,0.050073442,0,0,0.01
EX01326_E,0,0,0,0.611773226,0,0
EX01419_E,0,0,0,0.00E+00,0,0
EX01530_E,0.113410897,0.189100152,0,0.071175006,0.119336963,0.112793235
EX01595_E,0.116140651,0.131180059,0,0.130991914,0.13986349,0.125754716
EX01613_E,0,0,0,0,0,0
EX01697_E,0,0,0,0,0,0
EX01717_E,0,0,0,0,0,0
EX01755_E,0,0,0,0.01,0,0
EX01762_E,0,0,0,0,0,0
EX01801_E,0,0,0,0,0,0
EX01879_E,0,0.01,0,0,0,0.02
EX01885_E,0,0,0,0,0,0
EX01888_E,0,0,0,0,0,0
EX01921_E,0,0,0,0,0,0
EX01996_E,0,0,0,0,0,0
EX02076_E,0,0,0,0,0,0
EX02094_E,0,0,0,0,0,0
EX02165_E,0,0,0.01,0,0,0
EX02188_E,0.00E+00,0,0,6.82E-13,0.00E+00,0
EX02415_E,0,0,0,0,0,0
EX02470_E,0,0,0,0,0,0
EX02505_E,0,0,0.01,0,0,0
EX02512_E,0,0,0,0,0,0
EX02630_E,0,0,0,0,0,0
EX02642_E,0,0,0,0.01,0,0
EX02679_E,0.026063422,0.007447562,0.032196849,0.019486668,0.00E+00,0.024425348
EX02737_E,0,0,0,0,0,0
EX02763_E,0,0,0,0,0,0
EX02918_E,0.01,0,0,0,0,0.01
EX02946_E,0,0,0,0,0,0
EX03197_E,3.081990613,0,3.292601551,2.39344471,0,0
EX03284_E,0.01,0.01,0,0.01,0.01,0
EX03722_E,0,0,0,0,0,0
EX03758_E,0,0.02,0,0.01,0,0
EX03793_E,0,0.01,0.01,0,0,0.01
EX03917_E,0,0,0,0,0,0
EX04227_E,0,0,0,6.82E-13,0.01,0
EX04230_E,0,0,0,0,0,0
EX04317_E,0.01,0,0,0,0,0.01
EX04598_E,0,0,0,0,0,0
EX04677_E,0,0,0,0,0,0
EX04722_E,0.00E+00,0.002499062,0,0.002499062,0.002499062,0
EX04853_E,0,0,0,0,0,0
EX05100_E,0,0,0,0.01,0,0
EX05122_E,0,0,0,0,0,0
EX05127_E,0,0,0,0,0,0
EX05332_E,0,0.01,0.01,0,0.01,0
EX05335_E,0,0,0,0,0,0
EX05356_E,0,0,0,0,0,0
EX05402_E,0,0,0,0,0,0
EX05422_E,0,0,0,0,0,0
EX05455_E,0,0,0,0,0,0
EX05512_E,0,0,0,0,0,0
EX05519_E,0,0,0,0,0,0
EX05635_E,0,0,0,0,0.01,0.01
EX05684_E,0,0.012767718,0,0.002915962,0,0
EX05688_E,0,0,0,0,0,0
EX05697_E,0,0,0,0,0,0
EX05787_E,0,0.000829211,0.000829211,0.000829211,0.000829211,0.000829211
EX05828_E,0,0,0,0,0,0
EX05852_E,0,0,0,0.01,0,0
EX05984_E,0.01,0.009999996,0,0.01,0.01,0
EX06232_E,0.027055142,0.019115119,0.031656501,0.014482497,0.021186047,0.014482497
EX06341_E,0,0,0,0,0,0
EX06424_E,0.00E+00,0,0,0.00E+00,0,0.00E+00
EX11061_E,0,0.001613535,0.001613535,0.001613535,0.001613535,0.001613535
EX11135_E,0,0,0,0,0,0
EX11499_E,0.01,0.01,0.01,0.01,0.01,0.01
EX14818_E,0,0,0,0,0,0
EX14819_E,0,0,0,0,0,0
EX15519_E,0.00E+00,0,0,0,0,0
EX15520_E,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0
EX15610_E,0,0.002499062,0,0.002499062,0.002499062,0
EX17337_E,0,0,0,0,0,0
EX17339_E,0,4.55E-13,0,0,0,0
EX18125_E,0.00E+00,0,0.00E+00,0.00E+00,0,0
EX18126_E,0,0.00E+00,0,0,0,0
EXC0001_E,0,0,0.008833171,0,0,0
EXC0013_E,0.000865765,0.000611684,0.001013008,0.00046344,0.000677954,0.00046344
EXC0050_L,-4.32882274,-3.058418966,-5.065040103,-3.130023451,-3.389767599,-4.132198797
EXC0051_L,14.15003098,7.571719024,19.52336107,9.323799755,11.62029873,15.76760837
EXC0052_L,2.573200662,0.066254198,2.327363559,0,0,0.716274908
EXC0053_L,0,0,0,0,0,0
EXC0054_L,0.083545942,0,0.103701365,0.046312881,0.057792566,0.073162968
EXC0055_L,0,0,0,0,0,0
EXC0056_L,0,0,0,0,0,0
EXC0057_L,0,0,0,0,0,0
EXC0058_L,0,0,0,0,0.00E+00,0
EXC0059_L,0.00E+00,0,0,0,0,0
EXC0060_L,0.00E+00,0.00E+00,0,0,0,0
EXC0063_L,0.00E+00,0,0.00E+00,0,0,0.00E+00
EXC0065_L,0.00E+00,0,0,0,0,0
EXC0072_L,0,0,0,0.812823889,0,1.814999243
EXC0135_E,0.00E+00,1.39E-17,1.39E-17,6.94E-18,0.00E+00,1.39E-17
EXC0141_E,0.011008167,0.01,0,0.018214885,0.01,0
EXC0142_L,0.00E+00,0,0,0,0,0
EXC0152_E,0,0,0,0,0,0
EXC0180_E,0,0,0,0.01,0,0
