wbid	Neurons	Gonad	Hypodermis	Pharynx	Body_wall_muscle	Glia	Intestine
WBGene00000001	20.1072318848	60.1032404775	14.5941238685	14.6567977063	7.42570646609	18.0186420525	25.8092548306
WBGene00000002	16.3357191985	7.07305095284	6.13433330062	230.25091723	0.205516702637	1.39087600052	1.02563544309
WBGene00000003	17.8114118105	5.87058745181	6.33616463392	12.7114226501	47.707974024	3.2201143019	0.0
WBGene00000004	67.5445810905	7.92118903284	14.8938537675	9.63209846321	53.5552731796	58.1920739427	5.05630455026
WBGene00000005	0.0	0.107937042482	0.212352998637	0.0787208181927	0.0592850109114	0.0	16.1712772325
WBGene00000006	217.820011733	0.771205979156	5.40974701275	55.1382384373	215.532489814	0.0	2.8233434803
WBGene00000007	1.47045757259	0.550925630493	1.25117599919	6.96935599815	0.160962238666	12.9447740459	3.54139924679
WBGene00000008	0.805246340961	0.338752935745	0.05193005852	0.0	0.0985756631045	0.0	5.10850134822
WBGene00000009	0.0	0.0496476506235	0.383331253974	0.279384237141	0.132273139878	0.0	1.59425430748
WBGene00000010	18.7251637073	156.171842282	32.3631776646	14.2596876361	24.4173427023	7.82300868302	15.4101289134
WBGene00000012	0.0	0.035748553256	0.215709473852	0.0	1.08901478946	0.0	0.877870636983
WBGene00000013	3.50075649433	0.103889034045	0.0	65.0179828907	0.146889904635	0.0	1.08045616859
WBGene00000014	0.0	0.115773838123	0.154730378447	0.0	0.0	0.0	0.0
WBGene00000015	0.0	0.0	0.0	5.25468667817	0.0	5.3797691792	0.0
WBGene00000016	1.12734487734	0.0	0.277382507704	26.0947507979	0.0934030255018	0.0	0.0
WBGene00000017	1.29648315772	0.209615605013	1.43658971896	809.584414392	0.1550102484	0.0	2.96926833097
WBGene00000018	258.89484063	14.3799475792	102.357809398	285.468459528	119.414906319	760.872392572	217.770315249
WBGene00000019	2.75661154912	3.62917577568	0.800791256441	0.0	0.897942719005	0.0	1.99216812305
WBGene00000020	400.542718953	8.17614078319	18.4289319638	855.139245314	8.63601689288	47.0688178144	313.968917813
WBGene00000022	1.03996651987	0.513983546399	1.03055986203	16.0416974742	0.607818641775	0.0	876.652860364
WBGene00000023	2.56154411709	0.971111042758	0.437064010795	1.13862444302	0.7328465084	0.0	0.0
WBGene00000024	0.0	0.97040877699	0.662486377624	561.396411422	0.105146009728	0.0	2.12152070604
WBGene00000025	3.24675324675	0.0	0.0	0.0	0.395760237185	0.0	0.0
WBGene00000027	1.04062604063	0.133535060298	0.0	0.0	0.207796957437	0.0	0.0
WBGene00000028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00000029	0.0	0.0	0.122874124061	117.087799071	0.199533450885	0.0	1.31291531204
WBGene00000030	0.286007157043	0.0	0.247232235128	174.183681692	0.0	0.0	0.0
WBGene00000031	9.16853157746	1.20184590133	15.4591244594	8355.77511255	1.07323675202	27.6595842764	24.122258237
WBGene00000032	0.0	0.203597983566	0.0	9.95051891673	0.0575384925337	0.0	0.0
WBGene00000033	2.87955983934	0.716583281793	0.314104237749	747.366177083	0.193676346182	0.0	12.6604988945
WBGene00000034	0.220687414815	0.926347282441	1.62175607587	432.64459501	0.67671574638	0.0	9.07190533726
WBGene00000035	8.68843891948	0.0	1.30576093878	9.90781459672	133.50304739	2.77620496074	1.22395425349
WBGene00000036	86.9825897517	1.80552093441	37.7110580851	34.3664927565	60.4619847718	76.0297296155	84.9201471209
WBGene00000037	169.551298359	1.48520736398	3.25834096964	20.4761880087	5.82898877728	0.0	1.43030583038
WBGene00000038	24.5933103359	1.34812961649	0.462383995093	6.83660453737	2.21737717494	0.0	1.77721922743
WBGene00000039	5.82058373374	1.18713401173	439.121932778	7.59153366669	0.920865290122	109.744839025	6.56387005411
WBGene00000040	14.0239319641	3.3136520822	160.373511951	72.5162020953	13.4010068571	95.3978162569	178.282848478
WBGene00000041	133.501706411	173.610512942	143.37259067	147.394893377	655.10973392	100.344331788	300.969705276
WBGene00000042	58.5763751399	0.152656240288	0.0	1.01669411741	0.323020727382	0.0	0.0
WBGene00000043	3.24499230604	0.107630924948	0.553958460692	0.0	0.404348755725	0.0	0.0
WBGene00000044	58.819460868	0.424270975053	1.82265067591	5.05356781888	0.133843013416	1.14024825485	0.0
WBGene00000045	6.92385692119	0.324474989089	1.5170350174	0.430270381908	1.00107581649	0.0	0.0
WBGene00000046	0.753428172783	0.200797164744	3.17520139846	5.68117918482	5.05633222457	3.21016783389	16.2822376492
WBGene00000047	2.45843539188	0.195442615486	0.992071164518	2.05364110568	63.8755936459	2.09787862513	0.0
WBGene00000048	112.213506414	0.391716527396	1.87706320055	5.07073869168	0.741029678714	0.0	0.646558691365
WBGene00000049	1.14898795977	0.249263183868	0.942014880844	1.35648399349	1.29338266499	1.65248285549	1.32811208203
WBGene00000050	1.69400141948	4.79244228076	0.665389105814	0.572521135855	0.116435155891	0.0	8.58355150229
WBGene00000051	96.5182545605	0.791464677609	3.66163215788	2.059658998	1.24643662992	4.43412516104	8.45740104086
WBGene00000053	56.0057465788	0.0573934359983	0.76085713211	0.11470047119	0.0987135258458	0.0	0.0
WBGene00000054	61.1425170852	0.411338867247	0.150189501604	0.0	28.5490965708	0.317597237158	0.0
WBGene00000055	52.2782452813	0.825062346396	0.621524917432	0.701311452416	28.2010068559	0.0	0.0
WBGene00000056	27.3141535585	1.66637084181	0.670844328126	1.22462974514	0.0590806972609	0.0	0.0
WBGene00000057	95.4508930885	0.990765895462	0.57603473036	0.0	1.12895232728	0.0	1.57028517949
WBGene00000058	63.9993780934	1.18335402398	0.34089640414	8.96084296294	0.293081931178	0.0	1.96260668507
WBGene00000059	58.2984523589	1.6864266078	0.933538251464	6.49744433856	1.23006132933	2.07357887272	2.71290339316
WBGene00000060	23.4485882093	0.0835760035075	0.676223062809	0.0	0.172202731803	0.773300112361	0.0
WBGene00000061	0.534709032733	0.100026663272	0.145803625845	32.3963273841	0.235244085179	0.0	0.0
WBGene00000062	67.4283809453	0.906598961864	0.799080157267	0.0	27.551278251	6.05503123941	0.0
WBGene00000063	162.74286079	135.194769302	76.9072956105	604.804592039	5312.77932916	529.634717925	34.3139632867
WBGene00000064	419.344123574	609.527260754	256.633794905	150.516339596	42.3113578375	429.39194197	6.89369063277
WBGene00000065	340.526834205	193.786650948	91.284116474	516.816215268	7109.93217249	376.90853679	51.4253355587
WBGene00000066	1163.35295698	162.981285466	448.329353972	2311.50769348	8502.4102162	1568.97826633	86.6907376554
WBGene00000067	19.4699090341	2.0257680976	6.35086180221	10.2675122935	10.8607574996	25.0552148149	1210.85186343
WBGene00000068	401.314923848	12.2704195234	19.6144585359	66.0645094319	126.528167973	125.37281958	2.96369653511
WBGene00000069	116.589854249	0.392796124344	4.1405201531	3.22837526634	0.836828820008	2.13117828585	0.97541181887
WBGene00000070	82.7582317216	13.8116986376	58.4223439302	138.054245459	395.647813793	96.9147855655	123.962018761
WBGene00000071	136.286767623	0.245117456101	0.53870602812	11.3659342799	0.366806185033	26.3541371625	180.23302893
WBGene00000072	106.229144423	2.24197314086	13.3745595867	10.930571828	2.13782188771	0.0	102.120387367
WBGene00000073	22.8933256615	3.71599018689	6.5191723381	7.60123258266	4.95765206638	31.4816849833	43.473958711
WBGene00000074	107.099202007	6.40125274461	63.0772504581	48.9996456033	22.3319967068	98.0264686567	128.757260878
WBGene00000075	6.09388061099	3.5786349441	16.4709522998	10.6950692207	9.50830726897	8.13880214424	44.1779822678
WBGene00000079	137.642454153	142.882532137	41.2198818786	67.0371812435	35.68570914	79.3078365834	101.977507676
WBGene00000080	28.9099494847	118.171039082	25.3779373283	28.3306697965	12.5904546347	11.2728256953	10.3146858922
WBGene00000081	5.22904701317	2.2564157795	6.55359412971	2.36435952888	1.90591944451	18.5498421173	1145.84296489
