Hypodermis,Gonad,Glia,Pharynx,Body_wall_muscle,Neurons
0,0,0,0,0,0
0.486287822361927,0.486288412787241,0.486288429543522,0.486288398881335,0.486288412794921,0.486288412787243
0,0,0,0,0,0
1.69966508926704,1.69966690934578,1.69966714649837,1.6996670236439,1.69966707506825,1.93300345197378
0,0,0,0,0,0
0.0796623158605375,0.0796622356781514,0.0796624111677153,0.0796624061446592,0.07966241138658,0.0796624084227145
0,0,0,0,0,0
0.00686974758705354,0.00686974758705339,0,0,0,0
0.0127579297467179,-0.00742600589749896,-0.00875406711604433,0.223244314643165,0.342686835996406,0.0313991189753593
-0.0289952906639879,-0.0225739940997453,-0.0367220574936179,-0.247613316556361,-0.382199003525309,-0.0586086183559298
0.0219593989307434,0.0651437248790656,0.0575861437037591,0.019045715837688,-0.02941787648425,0.0565038520825634
0.0945247204506637,0.059388527005311,0.0378059634056266,0.0974384434392884,0.125902041774084,0.0388882517399322
0.00999999999993406,0.0100000000011846,0.010000000000332,0.0100000000004547,0.00999999999976606,0.0100000000004547
0.00067335330594971,0.0106714993884561,0.01067335844576,0.0206733577742355,0.0206733584481188,0.01067335808037
0,0,0,0,0,0
0.0547817799300224,0.0547818062961476,0.0547818062962339,0.0547818028420436,0.0547818062961488,0.0547818044085871
0,0,0,0,0,0
0.0247454342966102,0.0247454643409821,0.0247452673003282,0.0247452657401162,0.0247452634212834,0.0247452664477032
0,0,0,0,0,0
0.36026194718159,0.360262381907927,0.359127376820349,0.359127376820348,0.358051011000903,0.359127376820349
-0.00708479902583732,0.0124348531425159,0.0490732153525619,-0.00645290702114291,-0.0402758751551276,0.0182519260428779
0.0568352802677041,0.037315647231633,-0.00932271498169501,0.0562034048876348,0.0800263755266102,0.0214985729582797
0.00425264324936071,6.82121026329696e-13,-0.00291802237201478,6.82121026329696e-13,6.82121026329696e-13,6.82121026329696e-13
-0.00966509688845073,-0.00999999999976353,-0.012240685831206,-0.00812300063773229,-0.0131707225096343,-0.00906983312685683
0.00425264324867859,-0.00371300294909054,-0.00291802237201478,0.111622157321241,0.171343417997862,0.0156995594873386
-0.00966509688776861,-0.00628699704999087,-0.012240685831206,-0.119745157959315,-0.184514140507837,-0.0247693926145365
-9.09494701772928e-13,0,-9.09494701772928e-13,-9.09494701772928e-13,0,-9.09494701772928e-13
0.0106733533099765,0.0106733584469941,0.0106733584470109,0.0106733577740172,0.0106733584469939,0.0106733580792332
0,0,0,0,0,0
3.59127376820349e-05,3.59127376603957e-05,3.59127376820349e-05,3.59127376820348e-05,3.59127376820348e-05,3.59127376820349e-05
0,0,0,0,0,0
0,0,0.00711337421121901,0.00711355066604983,0,0
0,0,0,0,0,0
0.0011345705778183,0.00113500530416337,0.352013975356934,0.352013826154298,0.358051011000903,0.0139696216607361
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.359127376603771,0.359126939190186,0,0,0,0
0,0,0,0,0,0
0,0,2.72521957135925e-08,0,0,0.00711348299970792
0,0,0,0,0,0
0,4.37413576851758e-07,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.338044272159905
0,0,0,0,0,0
0,0,0,0,0,0
4.10495795959365,4.78819451747938,6.81320866769862,3.99649074236493,4.68800351655744,4.41887471836351
0.518327418452171,0.604598762696611,0.916478615386808,0.504631411514643,0.293752594700529,0.536368814815525
0.0812862397485528,0.0948156671375664,0.143725949665594,0.0791383755532797,0.116347176449524,0.0875024088702899
0.221133772010404,0.257939673242005,0.390996821647123,0.215290651296049,0.316514702496142,0.238044443848546
0.105300091336809,0.122826427211181,0.186185948249944,0.102517697949675,0.150718846693026,0.113352661837164
0.814940495749689,0.950580652038362,1.44093387804495,0.793406943238054,1.16644620231113,0.877261104519424
0.814940495749689,0.950580652038362,1.44093387804495,0.793406943238054,1.16644620231113,0.877261104519424
4.10495795959365,4.78819451747938,6.81320866769862,3.99649074236493,4.68800351655744,4.41887471836351
0.518327418452171,0.604598762696611,0.916478615386808,0.504631411514643,0.293752594700529,0.536368814815525
0.0812862397485528,0.0948156671375664,0.143725949665594,0.0791383755532797,0.116347176449524,0.0875024088702899
0.0223106259521392,0.0260240465108542,0.0394484467792366,0.0217211018850282,0.0319337976806718,0.0240167772584283
0.0223106259521392,0.0260240465108542,0.0394484467792366,0.0217211018850282,0.0319337976806718,0.0240167772584283
0.00678926927009066,0.00791928741213159,0.0120044201379925,0.00660987324411623,0.00971766331145404,0.00730846226175132
0.00678926927009066,0.00791928741213159,0.0120044201379925,0.00660987324411623,0.00971766331145404,0.00136713947734017
0.00678926927009066,0.00791928741213159,0.0120044201379925,0.00660987324411623,0.00971766331145404,0.00730846226175132
0.00678926927009066,0.00791928741213159,0.0120044201379925,0.00660987324411623,0.00971766331145404,0.00136713947734017
0.00678926927009066,0.00791928741213159,0.0120044201379925,0.00660987324411623,0.00971766331145404,0.00730846226175132
0.0789799123068081,0.0921254704240373,0.139648025741078,0.0768929892763623,0.113046068086717,0.0850197106003173
0.0789799123068081,0.0921254704240373,0.139648025741078,0.0768929892763623,0.113046068086717,0.0850197106003173
0.0189320087215362,0.0220830861747254,0.0334745578218057,0.0184317594320701,0.0270978921657858,0.0203797884243655
0.0241988033899294,0.028226495584547,0.0427870203954232,0.023559387130419,0.0346363967208309,0.0260493485114749
0.00526679466839317,0.00614340940982163,0.00931246257361745,0.00512762769834892,0.00753850455504508,0.00566956008710942
0.00526679466839317,0.00614340940982163,0.00931246257361745,0.00512762769834892,0.00753850455504508,0.00566956008710942
0.00526679466839317,0.00614340940982163,0.00931246257361745,0.00512762769834892,0.00753850455504508,0.00566956008710942
0.00212137564007135,0.00247446120259645,0.00375090211344337,0.00206532154289416,0.0030363818854777,0.0022836027253715
0.00212137564007135,0.00247446120259645,0.00375090211344337,0.00206532154289416,0.0030363818854777,0.0022836027253715
0.110665659560825,0.129085050224201,0.195673056902992,0.107741489263955,0.158398728489042,0.11912854894932
0.110665659560825,0.129085050224201,0.195673056902992,0.107741489263955,0.158398728489042,0.11912854894932
0,0,0,0,0,0
0.000735891267661969,0.000858374328790641,0.00130116329187459,0.000716446469743963,0.00105330092068695,0.00079216677738104
0,0,0,0,0,0
0,0.0148126881630568,0,0,0,0.00295540903685097
0.000162988098695191,0.000190116130407672,0.000288186775154243,0.000158681388192863,0.000233289240007479,0.000175452220449137
0.000463439912891772,0.000463439912834929,0.000463439912778085,0.000463439912891772,0.000463439912891772,0.000463439912891772
4.54747350886464e-13,4.54747350886464e-13,4.54747350886464e-13,4.54747350886464e-13,4.54747350886464e-13,4.54747350886464e-13
0,0,0,4.54747350886464e-13,0,4.54747350886464e-13
0,0,0,0,0,0
0.000886263049665104,0.000886263049664632,0.000886263049664437,0,0.000886263049657998,0
0.000655916387340403,0,0,0.000636686924948475,0,0
0,0,0,0,0,0
0,0.00077704304694956,0.00121492847773007,0,0.00096981098330362,0.000711568690973848
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.00351631477534805
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0.01,0.01,0.01
0,0,0,0,0,0
0,0.00999999999982037,0,0.00999999999999091,0.00999999999947931,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00614566271588485,0,0.00614566271588468,0.00614566271588536,0.00614566271588524,0
0,0,0,0,0,0
0,0.00999999999999091,0,0,0,0
0,0,0,0,0,0
0,0.00184100733474679,0,0.000920503668339734,0.0018410073355426,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.0343713883553658,0.0709741056297184,0,0,0,0.074038011192438
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.00999999999999956,0,0,0,0
0,0,0,0,0,0
0,0,0,0.00999999999999091,0,0.01
0,0,0.00499999999897638,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.00999999999795356,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
-0,0,0,0,0,0
0.00999999999944622,0.00999907047141309,0,5.6843418860808e-13,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,7.99945991947215e-08,7.50931418158629e-08,-4.27363177736914e-07,-7.14711585184888e-07,-6.21373998722389e-09
0.00231409503010492,0.00231404705131875,0,0.00231453518056199,0,0.002314098620225
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00440136577174144,0.0044013657716846,0,0,0.00440136577174144,0.00440136577174144
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.00813644303387306,0,0.00813644303388905,0.00813644303389083,0.00813644303388994,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,9.09494701772928e-13,0,9.09494701772928e-13,9.09494701772928e-13,9.09494701772928e-13
0,0,0.00999999999999057,0.00999999999999091,0.00999999999999057,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
