Gene	B-cells	NK-cells	T-cells	adipose tissue	adrenal gland	amygdala	appendix	basal ganglia	bone marrow	breast	cerebellum	cerebral cortex	cervix, uterine	colon	corpus callosum	dendritic cells	ductus deferens	duodenum	endometrium	epididymis	esophagus	fallopian tube	gallbladder	granulocytes	heart muscle	hippocampal formation	hypothalamus	kidney	liver	lung	lymph node	midbrain	monocytes	olfactory region	ovary	pancreas	parathyroid gland	pituitary gland	placenta	pons and medulla	prostate	rectum	retina	salivary gland	seminal vesicle	skeletal muscle	skin	small intestine	smooth muscle	spinal cord	spleen	stomach	substantia nigra	testis	thalamus	thymus	thyroid gland	tongue	tonsil	total PBMC	urinary bladder	vagina
HGNC:2611	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	High	Rare	Rare	Moderate	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Moderate	Rare	Moderate	Rare	Rare	Rare	Rare
HGNC:252	Low	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Moderate	Rare	Low	Rare	Moderate	Rare	Rare	Low	Rare	Rare	Low	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Low	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Low
HGNC:24293	Rare	Rare	Rare	Moderate	Low	Moderate	Moderate	Moderate	Rare	Moderate	Low	Moderate	Moderate	Low	Moderate	Rare	Rare	Low	Moderate	Low	Low	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	Moderate	Rare	Moderate	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Moderate	Moderate	Low	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	Rare	Moderate	Low	Low	Rare	Moderate	Moderate
HGNC:4908	High	High	High	Moderate	High	High	Moderate	High	Moderate	High	High	High	High	High	Moderate	High	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	High	High	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	High
HGNC:6822	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Low	Moderate	Moderate
HGNC:23096	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	High	Moderate
HGNC:15938	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	Moderate	Moderate	High	High	Moderate	High	High	High	High	High	Moderate	Moderate	High	High	Moderate	High	High	High	High	Moderate	High	High	High	High	High	High	High	Moderate	High	High	High	Moderate	High	High	High	High	High	Moderate	High	High
HGNC:4241	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	High	High	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High
HGNC:7056	Moderate	Moderate	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	Low	High	High
HGNC:12437	Moderate	Moderate	Moderate	High	High	Moderate	High	High	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	High	High	High	High	High	High	High	Moderate	Moderate	High	High	High	High	Moderate	High	Moderate	High	Moderate	Moderate	High	High	High	High	High	High	Moderate	High	High	Moderate	High	High	Moderate	High	High	Moderate	High	Moderate	High	High	High	Moderate	Moderate	High	High
HGNC:24141	Low	Low	Low	Rare	Rare	Rare	Moderate	Low	Rare	Rare	Rare	Low	Low	High	Rare	Rare	Rare	Moderate	Rare	Rare	Moderate	Rare	Low	Moderate	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Low	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	High	Rare	Low	Rare	Rare	Rare	Moderate	High	Rare	Rare	Rare
HGNC:20305	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Moderate	Low	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	High	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low
HGNC:387	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Low	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:11573	Low	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:8604	Rare	Rare	Rare	High	High	Moderate	High	Moderate	Rare	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Low	Moderate	High	Low	Low	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Low	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate
HGNC:34	Rare	Low	Rare	Low	Rare	Rare	Rare	Low	Rare	Low	Rare	Low	Low	Rare	Low	Rare	Rare	Moderate	Rare	Moderate	Rare	Low	Rare	Rare	Rare	Low	Rare	Moderate	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	High	Rare	Rare	High	Rare	Low	Rare	Low	Moderate	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare
HGNC:7462	High	High	High	High	High	High	High	Moderate	High	Moderate	High	High	Moderate	High	Moderate	High	Moderate	High	High	Rare	High	High	High	High	High	Moderate	High	High	High	High	High	Moderate	High	Moderate	High	High	Rare	Low	Moderate	Moderate	High	Rare	Moderate	High	Rare	High	High	High	Rare	High	High	High	High	High	Moderate	Moderate	High	Moderate	Rare	High	High	Moderate
HGNC:4558	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Moderate	Rare	Rare	High	Rare	Rare	Rare	Low	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Moderate	Rare	Rare	Rare	Low	Rare	Moderate	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Moderate	Moderate	Rare	Moderate	Rare	Rare	Rare	Rare
HGNC:7421	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	Moderate	High	Moderate	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	Moderate	High	Moderate	High	High	High	High	High	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	Moderate	Moderate	High	Moderate	High	High	High	High
HGNC:14601	High	High	High	High	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	High	Moderate	High	High	High	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate
HGNC:7427	High	High	High	High	High	High	High	Moderate	Moderate	High	High	High	High	High	Moderate	High	Moderate	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	Moderate	Moderate	High	Moderate	High	High	High	High	High	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	Moderate	Moderate	High	Moderate	High	High	High	High
